danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0.46208291203235596,0.9089981617628676,0.0,0.7013266998341626,0.03302083333333333,0.001606425702811245,0.00027710843373493976,0.12559942862973167,0.7657200811359026,0.4650374040843817
0.5884732052578362,0.8169963033253271,0.0,0.783582089552239,0.0415625,0.0017068273092369479,0.015863453815261046,0.5745332108968472,0.6308316430020284,0.6218940177519062
0.5308392315470173,0.9759995151902068,0.0,0.9066334991708127,0.049895833333333334,0.06646586345381526,0.00039357429718875505,0.06989082746658504,0.8671399594320487,0.5571885598826162
0.2123356926188069,0.8699973739469538,0.4545454545454546,0.797125483692648,0.063125,0.00014759036144578312,0.0004899598393574297,0.17967554331190694,0.5243407707910751,0.6749252319213592
0.6996966632962588,0.7989959397179823,0.09090909090909091,0.7435323383084578,0.17083333333333336,0.3895582329317269,0.0,0.2949699010305071,0.5567951318458418,0.3927950031671196
0.5308392315470173,0.6229923844461658,0.6363636363636364,0.7897180762852405,0.030312500000000003,0.24799196787148595,0.7449799196787149,0.1388633812876237,0.8509127789046653,0.5796350195238896
0.44994944388270985,0.6549930308592233,0.18181818181818182,0.7579601990049752,0.07229166666666667,0.41967871485943775,5.210843373493977e-06,0.07244158759310275,0.6288032454361056,0.43460098300980604
0.4610717896865521,0.7539950306996202,0.5454545454545454,0.8554449972360421,0.03104166666666667,0.1957831325301205,0.48694779116465864,0.28578716457504333,0.528397565922921,0.44028977140612097
0.4610717896865521,0.8569971113416491,0.6363636363636364,0.8007462686567165,0.08677083333333334,0.0015763052208835342,0.03453815261044177,0.32761963064993366,0.5669371196754565,0.6723474370384624
0.4610717896865521,0.9609992121840861,0.6363636363636364,0.8422332780541737,0.08041666666666668,0.00028915662650602414,0.0020180722891566267,0.36128966431996734,0.7221095334685599,0.30687786143250023
0.9019211324570273,0.46998929378373444,0.0,0.7300165837479271,0.03833333333333334,0.7530120481927711,0.0,0.07121722273237424,0.7951318458417851,0.4366616153112196
0.5642062689585441,0.8759974951494021,0.5454545454545454,0.8070757324488669,0.030000000000000002,0.024497991967871488,0.29417670682730923,0.0869299051117233,0.45436105476673433,0.5692596957961498
0.5075834175935289,0.7579951115012523,0.2727272727272727,0.6927860696517414,0.042395833333333334,0.009186746987951808,0.7861445783132531,0.2776247321701867,0.7393509127789046,0.451009870188183
0.6016177957532861,0.7139942226832982,0.6363636363636364,0.7165561083471532,0.028854166666666667,0.0037951807228915665,0.40662650602409645,0.2347719620446893,0.40466531440162273,0.5131976683584698
0.1820020222446916,0.9149982829653159,0.0,0.7730790491984523,0.09854166666666668,0.02248995983935743,1.4357429718875504e-05,0.08264462809917356,0.10243407707910751,0.3791643614846174
0.7482305358948433,0.6959938590759532,0.6363636363636364,0.7014372581536762,0.03104166666666667,0.5261044176706828,3.132530120481928e-05,0.06458524640342822,0.43204868154158216,0.41308862322500983
0.4691607684529829,0.9189983637669481,0.09090909090909091,0.8935323383084578,0.115625,0.0031626506024096386,0.000498995983935743,0.14498520559126618,0.7129817444219066,0.6729728429509537
0.6582406471183013,0.8009959801187985,0.0,0.7596738529574352,0.053541666666666675,0.12349397590361447,0.0,0.07203346597285992,0.7870182555780934,0.5362815609490134
0.5308392315470173,0.9219984243681723,0.6363636363636364,0.7929519071310117,0.0765625,0.0001676706827309237,3.5140562248995985e-06,0.773492500765228,0.5010141987829615,0.5731724917614798
0.5773508594539939,0.7189943236853384,0.7272727272727273,0.7637368711995579,0.030000000000000002,0.002751004016064257,0.00046485943775100404,0.1817161514131211,0.6217038539553753,0.36876498368332006
0.3771486349848332,0.7549950509000282,0.18181818181818182,0.7532061912658928,0.10729166666666667,0.004126506024096386,0.0008022088353413655,0.052647689011325376,0.5780933062880325,0.4482596877781252
0.39939332659251775,0.8239964447281835,0.4545454545454546,0.8061359867330018,0.03302083333333333,0.051807228915662654,0.39658634538152615,0.19804101622283438,0.5212981744421907,0.3344398207169717
0.7098078867542973,0.5939917986343324,0.8181818181818182,0.7856274184632395,0.2729166666666667,0.00015763052208835342,0.6054216867469879,0.07356392204877053,0.528397565922921,0.5051956798883891
0.8422649140546006,0.4499888897755735,0.09090909090909091,0.6920121614151467,0.08635416666666668,0.0890562248995984,0.0011345381526104417,0.0769309254157739,0.4381338742393509,0.40801722271666707
0.46410515672396363,0.9309986061718447,0.4545454545454546,0.8236871199557767,0.06375,0.0012650602409638556,0.008845381526104418,0.408223650647893,0.4249492900608519,0.5445280991669272
0.3458038422649141,0.8879977375542986,0.6363636363636364,0.840823659480376,0.06427083333333333,0.0011646586345381528,1.1847389558232933e-05,0.20620344862769105,0.2910750507099391,0.6379060127165869
0.6066734074823054,0.5929917784339244,0.0,0.6917081260364843,0.04708333333333333,0.7289156626506024,0.0,0.394959697990001,0.924949290060852,0.5411324657830804
0.5733063700707786,0.9139982627649079,0.0,0.7975677169707022,0.0378125,0.0106425702811245,0.0,0.11539638812366085,0.6764705882352942,0.49713756524667446
0.8099089989888777,0.34598678893313645,0.6363636363636364,0.5674129353233832,0.11458333333333334,0.9608433734939759,0.9166666666666667,0.08876645240281604,0.3133874239350913,0.5531274304636823
0.6107178968655207,0.5939917986343324,0.9090909090909092,0.7771973466003318,0.02697916666666667,0.7600401606425703,0.6375502008032129,0.1388633812876237,0.3377281947261664,0.4407147267056342
0.5480283114256825,0.5309905260086254,0.8181818181818182,0.7557766721945828,0.03135416666666667,0.003313253012048193,1.5160642570281124e-06,0.3327211509029691,0.68052738336714,0.4248350291455191
0.6511627906976745,0.8309965861310398,1.0,0.7658098396904368,0.034791666666666665,0.1385542168674699,0.42570281124497994,0.10519334761759004,0.25557809330628806,0.4209302512047081
0.4196157735085945,0.3549869707368089,0.5454545454545454,0.6724986180210062,0.03291666666666667,0.9889558232931728,0.09357429718875503,0.09294969901030506,0.36511156186612576,0.45699933450396485
0.5308392315470173,0.5779914754278036,0.8181818181818182,0.8364289662797126,0.125,0.013253012048192772,0.009196787148594378,0.09805121926334047,0.5446247464503043,0.49589878045847063
0.42163801820020225,0.6299925258490221,0.8181818181818182,0.7624378109452737,0.09354166666666668,0.020983935742971888,0.013453815261044179,0.04326089174574023,0.34584178498985807,0.37770508102213773
0.4024266936299293,0.8639972527445055,0.9090909090909092,0.7359314538419017,0.051250000000000004,0.5251004016064258,0.0,0.08835833078257321,0.7931034482758621,0.5952180501767974
0.16885743174924167,0.9529990505808217,0.6363636363636364,0.881868435599779,0.07229166666666667,0.04738955823293173,0.0,0.08386899295990205,0.4665314401622718,0.5815473183716996
0.7805864509605662,0.6919937782743211,1.0,0.7361249309010504,0.0534375,0.007449799196787149,0.0024698795180722894,0.26129986736047345,0.8813387423935092,0.5090242865962684
0.5813953488372092,0.9039980607608273,0.09090909090909091,0.8657822001105584,0.04,0.0014156626506024097,0.0002098393574297189,0.13988368533823078,0.7799188640973631,0.4212309271241751
